"Date","Category","Author","Title","URL"
"October 2025","AI Everything Else","Greg Paterson & Nic Brisbourne — Molten Ventures","Molten's UK Generative AI Market Map 2025","https://www.moltenventures.com/insights/moltens-uk-generative-ai-market-map-2025"
"October 2025","AI Everything Else","Equal Ventures","AI x wholesale","https://www.linkedin.com/posts/zhangchelsea_wholesale-commerce-ai-activity-7381702658958479360-7l02"
"October 2025","AI Everything Else","Ivan Montoya","2025 Mexico Early Stage 100","https://www.linkedin.com/posts/ivanmontoya1_2025-mexico-early-stage-100-activity-7382048452454748160-QS_i"
"October 2025","AI Everything Else","Cherie Hu — Water & Music","Music Tech Highlights: 2025 Investments","https://www.linkedin.com/posts/cheriehu_musicindustry-musictech-venturecapital-activity-7389004799976878098-LIBQ"
"September 2025","AI Agents","Jelena Zec & Jeff Flynn & Robert Li & Lucas Kirshenbaum — Citi Ventures","Agentic commerce at scale: Why startups are key in building robust AI-powered shopping experiences","https://www.citi.com/ventures/perspectives/opinion/agentic-commerce-why-startups-are-key.html"
"September 2025","AI Agents","Laura Salesse — Eight Roads - Fintech x AI","part 2 : The rise of agentic payment infrastructure","https://www.linkedin.com/pulse/fintech-x-ai-part-2-rise-agentic-payment-laura-salesse-bo5re/?trackingId=jlR6snACTke4JoApBF9qsQ%3D%3D"
"September 2025","AI Agents","Kenn So — Generational","Agents at Work","https://www.generational.pub/p/agents-at-work"
"September 2025","Biopharma AI","Emergent Ventures","AI Opportunities in Biopharma: Early Signals","https://www.emergent.vc/blog/opportunities-for-ai-in-biopharma-early-signals"
"September 2025","Construction AI","Varad Mohod — Plug and Play Ventures","What’s Next for AI in Construction Tech?","https://www.linkedin.com/posts/varad-mohod_whats-next-for-ai-in-construction-tech-activity-7369043759516319744-7RFp"
"September 2025","AI Data Center","Future Energy Ventures","Data Center Market Map","https://www.linkedin.com/posts/futureenergyventures_data-center-market-map-by-fev-activity-7368913517925597185-3tiS"
"September 2025","AI Data Center","Fortino Capital Partners","AI is reshaping the MSP industry, what are the opportunities?","https://www.fortinocapital.com/blog/ai-reshaping-msp-industry-what-are-opportunities"
"September 2025","AI DevTools","Canaccord Genuity","Pure-play DBMS Ecosystem (Commercial Providers)","https://www.linkedin.com/posts/nicolas-hourcard-cfa-b7349b37_postgres-realtime-timeseries-activity-7379173611485437953-Bdr8"
"September 2025","Energy AI","Remarkable Ventures Climate","AI and Energy Market Landscape, version 2: 195 AI Companies Powering the Future of Energy","https://airtable.com/app68AZGbQLyNhrDh/shrVJy9bskvpPt4cs/tblzlhqtg9LdBo8YV"
"September 2025","Fintech AI","Anirudh Sathya","A market map of all the M&A/PE tech companies that I know of","https://www.linkedin.com/posts/anirudh-sathya_pe-mergers-marketmap-activity-7372688330553053184-nn0a"
"September 2025","Healthcare AI","dentaiware","The Dental AI & Software Market Map","https://www.linkedin.com/posts/andreas-augat_ai-and-software-are-reshaping-dentistry-activity-7369342247227539456-Noiq"
"September 2025","Healthcare AI","Specter","EU HealthTech Landscape 2025","https://insights.tryspecter.com/eu-healthtech-landscape-2025/"
"September 2025","Healthcare AI","HealthTechX Global","Healthtech AI and Automation I & UK Market Map","https://www.linkedin.com/posts/derrick-khor_how-many-homegrown-clinical-ai-and-automation-activity-7373989206966059008-rFPz"
"September 2025","Healthcare AI","Cathy Gao & Misty Liao & Callum Kuo & Aditya Reddy — Sapphire Ventures","The AI Healthcare Stack: Data Activation, Automation and the 10x Provider","https://sapphireventures.com/blog/ai-healthcare-stack-data-automation-10x-provider-2025/"
"September 2025","Legaltech AI","Legaltech Hub","LTH GenAI Legal Tech Map: September 2025","https://www.legaltechnologyhub.com/contents/lth-genai-legal-tech-map-september-2025/"
"September 2025","Legaltech AI","CB Insights","The legaltech market map","https://www.linkedin.com/posts/jason-salt_140-companies-making-the-case-for-legal-activity-7376326108415389696-ntNO"
"September 2025","AI Observability","Paweł Huryn","The Ultimate Guide to AI Observability and Evaluation Platforms","https://www.productcompass.pm/p/ai-observability-evaluation-platforms"
"September 2025","Procurement AI","Amedeo Lorenzotti — M13","Market Map: Gov't Contracting Technology","https://www.linkedin.com/posts/amedeo-lorenzotti-847b39166_founders-are-showing-up-where-the-incumbents-activity-7372377686867886081-QPIt/"
"September 2025","Robotics","Connie Biel — Montage Ventures","Robotics Market Map","https://www.linkedin.com/posts/connielwang_at-montage-ventures-we-invest-in-ai-applications-activity-7378851875325927424-dPcc"
"September 2025","AI Search","Rebecca Rodseth & Marc Wu & Teddy Cohen — Activant Capital","Enterprise Search Is Entering a New Era","https://activantcapital.com/research/enterprise-search-is-entering-a-new-era"
"September 2025","AI Startups","Theory Ventures","A Living Market Map","https://theoryvc.com"
"September 2025","Voice AI","Rohil Bagga — Lightspeed India","Voice AI Market Map","https://www.linkedin.com/posts/rohil-bagga-2b61b6181_voice-ai-is-having-its-moment-in-the-past-activity-7378697042581315584-QLsa"
"September 2025","AI Everything Else","Daisy Zhao & Olivia Moore — a16z","The AI-Native Office Suite – Can AI Do Work For You?","https://a16z.com/the-ai-native-office-suite-can-ai-do-work-for-you/"
"September 2025","AI Everything Else","GoHub Ventures","European Defense Tech Market Map","https://x.com/GoHubVentures/status/1968213404822409235"
"September 2025","AI Everything Else","Priscilla Russo — Redpoint Ventures","Design at the Speed of AI","https://www.linkedin.com/pulse/design-speed-ai-priscilla-russo-8kevc/"
"September 2025","AI Everything Else","Patricia Haueiss","Australia’s AI Ecosystem","https://ai-in-australia.com/"
"September 2025","AI Everything Else","Jonathan Userovici & Astrid Moullé-Berteaux & Cyprien Benoist — Headline","Introducing the AI Europe 100","https://headline.com/blog-latest/article-latest/ai-europe-100"
"August 2025","AI Agents","CB Insights","The AI Agent Tech Stack: The Infrastructure Powering Autonomous AI","https://www.linkedin.com/posts/jason-salt_the-ai-agent-tech-stack-the-infrastructure-activity-7363322879712624640-Acfp"
"August 2025","AI Agents","Leo Lu & Joanne Chen — Foundation Capital","How AI agents will redefine market research","https://foundationcapital.com/how-ai-agents-will-redefine-user-research/"
"August 2025","AI Agents","Joanna Graiver — OpenOcean","The state of agentic AI in 2025: what’s working, what isn’t, and what’s next","https://www.openocean.vc/articles/the-state-of-agentic-ai-in-2025-whats-working-what-isnt-and-whats-next"
"August 2025","AI Agents","Eric Zhou & Yoko Li & Seema Amble & Jennifer Li — a16z","The Rise of Computer Use and Agentic Coworkers","https://a16z.com/the-rise-of-computer-use-and-agentic-coworkers/"
"August 2025","AI Agents","dealroom.co","1.5k+ AI Agents","https://app.dealroom.co/lists/53885"
"August 2025","AI App Builders","Gabriel Vasquez & Stephenie Zhang & and Yoko Li — a16z","One Prompt, Zero Engineers: Your New Internal Dev","https://a16z.com/one-prompt-zero-engineers-your-new-internal-dev/"
"August 2025","AI Browsers","Can Gurel — Delphi Intelligence","Browser Wars Got Personal","https://www.delphiintelligence.io/research/browser-wars-got-personal"
"August 2025","Consumer AI","Olivia Moore & Daisy Zhao — a16z","The Top 100 Gen AI Consumer Apps 5th Edition","https://a16z.com/100-gen-ai-apps-5/"
"August 2025","AI Customer Support","Norwest","AI Native Customer Support Market Map","https://www.linkedin.com/posts/norwest-venture-partners_this-year-alone-organizations-around-the-activity-7361461976708911105-uP3C"
"August 2025","AI DevTools","Janelle Teng & Lauri Moore & Lindsey Li & Libbie Frost — Bessemer Venture Partners","Roadmap: Developer Tooling for Software 3.0","https://www.bvp.com/atlas/roadmap-developer-tooling-for-software-3-0"
"August 2025","Fintech AI","Dave Wang","I mapped 81 AI companies disrupting Wall Street","https://www.linkedin.com/posts/davewangmia_i-mapped-81-ai-companies-disrupting-wall-activity-7358518819625000960-578I"
"August 2025","Fintech AI","Alloy Alchemist Fund","AI Compliance for Financial Institutions","https://docs.google.com/spreadsheets/d/1vKnqE19OIcOpIlaptbbmIiA8ZsWxN9QVLoi8G4pUtaQ/edit?gid=0#gid=0"
"August 2025","Healthcare AI","Zach Teiger","AI is Impacting the Way We Track","https://zachteiger.substack.com/p/ai-is-impacting-the-way-we-track?r=1q9x6c"
"August 2025","Healthcare AI","Fiat Ventures","The Healthcare & Fintech Market Map","https://www.fiat.vc/post/the-healthcare-and-fintech-market-map"
"August 2025","Logistics AI","Chelsea Zhang & Christo Ritter & Ali Afridi — Equal Ventures","Logistics x AI | The First Wave of Gen AI","https://newsletter.equal.vc/p/logistics-ai"
"August 2025","Open Models","LMArena","August 2025: Top 10 Open Models by Provider (Text)","https://www.linkedin.com/posts/lmarena_openmodels-aitrends-activity-7361462179671265281-k9uT"
"August 2025","Open Models","Nathan Lambert & Florian Brand — Interconnects","Ranking the Chinese Open Model Builders","https://www.interconnects.ai/p/chinas-top-19-open-model-labs"
"August 2025","AI Security","Sapphire Ventures","State of Cybersecurity: Growth, Risk, and Resilience","https://sapphireventures.com/blog/state-of-cybersecurity-growth-risk-and-resilience/"
"August 2025","AI Software Development","Stellaris Venture Partners","Building in AI x SDLC","https://www.linkedin.com/posts/vardhan-dharnidharka_so-stellaris-venture-partners-created-a-market-activity-7363819358747303936-l5Gn"
"August 2025","Voice AI","Sierra Ventures","Transforming Voice: Market Map of 150+ Voice AI Companies","https://www.sierraventures.com/content/voice-ai-market-map"
"August 2025","AI Everthing Else","Katy Rea — Bessemer Venture Partners","Roadmap: Public Safety AI","https://www.bvp.com/atlas/roadmap-public-safety-ai"
"August 2025","AI Everthing Else","Denise Teng — Gradient","Always-On Iteration: How AI Transforms Product Feedback, Analytics, and Prototyping","https://www.gradient.com/blog/posts/how-ai-transforms-product-feedback/"
"August 2025","AI Everthing Else","The Techshop SGR","Agentic AI: Italy","https://www.linkedin.com/posts/techshopcapital_agentic-ai-italy-is-on-the-mapactually-activity-7366788974897520640-aoZ3"
"July 2025","AI Agents","Venky Ganesan & Rama Sekhar & Feyza Haskaraman & Sam Borja — Menlo Ventures","Security for Agents and Agents for Security: The Next Cybersecurity Frontier","https://menlovc.com/perspective/security-for-agents-and-agents-for-security-the-next-cybersecurity-frontier/"
"July 2025","AI Agents","CB Insights","The top 20 AI agents startups by revenue","https://www.linkedin.com/posts/mcarrelli_ai-agents-are-turning-into-revenue-machines-activity-7353958030763298816-vLwr"
"July 2025","AI Automation","Anna Bosch — b2venture","Europe's Industrial Moment: Why AI Automation is the Key to Revitalizing Manufacturing Competitiveness","https://www.b2venture.vc/stories/europes-industrial-moment-why-ai-automation-is-the-key-to-revitalizing-manufacturing-competitiveness"
"July 2025","AI Compliance","Shruti Batra — QED Investors","AI's Compliance Takeover","https://www.qedinvestors.com/blog/ais-compliance-takeover"
"July 2025","Consumer AI","NEA","The Current #13: Context in Consumer AI","https://www.linkedin.com/pulse/current-13-context-consumer-ai-new-enterprise-associates-jg0hc/"
"July 2025","Energy AI","Remarkable Ventures Climate","Our AI x Energy Market Map","https://www.linkedin.com/posts/remarkable-ventures-climate_climate-climateai-aienergy-activity-7351259697485627392-vLCv"
"July 2025","Enterprise AI","George Mathew & Hunter Korn & Ash Tutika & William Blackwell - Insight Partners","The race to secure enterprise AI","https://www.insightpartners.com/ideas/securing-ai/"
"July 2025","Fintech AI","Noah Gross — Scale Venture Partners","Where’s my AI banker? Why financial services is lagging on AI adoption","https://www.scalevp.com/insights/wheres-my-ai-banker-why-financial-services-is-lagging-on-ai-adoption/"
"July 2025","Government AI","Olivia Levine — Greenfield Partners","The Quiet Rise of AI in Government","https://www.greenfield-growth.com/blog-posts/the-quiet-rise-of-ai-in-government"
"July 2025","Healthcare AI","Sundeep Peechu & Tobi Coker & Eric Flaningam — Felicis Ventures","Healthcare's Trillion-Dollar Admin Problem","https://www.felicis.com/insight/healthcare-ai-admin"
"July 2025","AI Infrastructure","Astasia Myers & Dan Bartus — Felicis Ventures","Routing the Future: Model Routing Will Decide Who Wins in AI Infrastructure","https://www.felicis.com/insight/model-routing"
"July 2025","Insurance AI","Christo Ritter & Adam Chadroff & and Ali Afridi — Equal Ventures","Insurance x AI | The First Wave of Gen AI in P&C","https://newsletter.equal.vc/p/insurance-ai-market-map"
"July 2025","Legal AI","Legaltech Hub","LTH AI Agents in Legal Map: July 2025","https://www.legaltechnologyhub.com/contents/lth-ai-agents-in-legal-map-july-2025/"
"July 2025","Legal AI","Specter","🧑‍⚖️ Legal AI Landscape","https://insights.tryspecter.com/legal-ai-landscape-2025/"
"July 2025","AI Real Estate","Pi Labs","Real AI for Real Assets","https://www.linkedin.com/posts/pi-labs-ltd-_sneak-peek-of-the-paper-activity-7349020184923283458-Fu0r"
"July 2025","Voice AI","Inside/VC","Voice AI Market Map","https://www.linkedin.com/posts/insidevc_voice-infrastructure-middleware-activity-7354086305967865858-1M1z"
"July 2025","AI Everything Else","Florian Seemann — P9","The State of AI-First Services Today","https://medium.com/point-nine-news/the-state-of-ai-first-services-today-648e5816e89d"
"July 2025","AI Everything Else","Brighteye Ventures","Research Tools: breaching new frontiers","https://www.brighteyevc.com/post/research-tools-breaching-new-frontiers"
"July 2025","AI Everything Else","Cherie Hu — Water & Music","Music Tech Investment and M&A","https://www.linkedin.com/posts/cheriehu_musictech-musicbusiness-venturecapital-activity-7345787020016840705-uxpi"
"June 2025","AI Agents","Huang et al.","DEEP RESEARCH AGENTS: A SYSTEMATIC EXAMINATION AND ROADMAP","https://arxiv.org/pdf/2506.18096#page=5"
"June 2025","AI Agents","Sahar Mor — AI Tidbits","The Open-Source Toolkit for Building AI Agents v2","https://www.aitidbits.ai/p/open-source-agents-updated"
"June 2025","Consumer AI","Shawn Carolan, Amy Wu Martin, C.C. Gong, Sam Borja — Menlo Ventures","2025: The State of Consumer AI","https://menlovc.com/perspective/2025-the-state-of-consumer-ai/"
"June 2025","AI Data","Einat Orr — LakeFS","The State of Data and AI Engineering 2025","https://lakefs.io/blog/the-state-of-data-ai-engineering-2025/"
"June 2025","AI DevTools","ICONIQ Capital","2025 State of AI Report: The Builder’s Playbook","https://www.iconiqcapital.com/growth/reports/2025-state-of-ai"
"June 2025","AI DevTools","Chris Millisits - Antler","Market Map AI Agents: Engineering","https://www.antler.co/blog/ai-market-map-engineering"
"June 2025","AI DevTools","Jenny Xiao & Liang Wu & Jay Zhao - Leonis Capital","MCPs: Value Creation, Capture, and Destruction—Lessons from the API Era","https://leonisnewsletter.substack.com/p/mcps-value-creation-capture-and-destructionlesso"
"June 2025","AI DevTools","Javier Redondo — Scale Venture Partners","MCP is the new WWW","https://www.scalevp.com/insights/mcp-is-the-new-www/"
"June 2025","AI DevTools","AI Insider","Exploring AI Insider’s Market Map: Model Development & Deployment","https://theaiinsider.tech/2025/06/04/exploring-ai-insiders-market-map-model-development-deployment/"
"June 2025","Healthcare AI","Charge","The Healthcare AI Governance Market Map","https://www.linkedin.com/posts/charge-health-ai_ai-is-transforming-healthcare-but-it-also-activity-7336019128035475456-ZHcs"
"June 2025","Healthcare AI","AlbionVC","European HealthTech Market Map 2025","https://albion.vc/spotlight/deep-dives/european-healthtech-market-map-2025/"
"June 2025","InsurTech AI","Plug and Play Insurtech","Customer Service & Support Conversational & Voice AI","https://www.linkedin.com/posts/gonzalo-calle-santiago_customerservice-virtualagents-aiinnovation-activity-7338238612406218752-YUX4"
"June 2025","AI Marketing","Henry Shi","Market Map of AI Ad-Gen Tools","https://www.linkedin.com/posts/henrythe9th_ive-spent-100m-on-ads-as-a-founder-and-activity-7335640153769562116-ndd-"
"June 2025","AI Marketing","Zach Cohen & Seema Amble — a16z","Faster, Smarter, Cheaper: AI Is Reinventing Market Research","https://a16z.com/ai-market-research/"
"June 2025","AI Marketing","Varun Ramakrishnan — SignalFire","AI is reshaping B2B GTM with signals you’re still ignoring","https://www.signalfire.com/blog/ai-is-reshaping-b2b-gtm-with-signals-youre-ignoring"
"June 2025","AI Security","Wickey Wang — SafenAI.org","The AI Cybersecurity Frontier: 100 Emerging Startups to Watch (2021–2024)","https://wickey.substack.com/p/the-ai-cybersecurity-frontier-100"
"June 2025","AI Security","Malika Aubakirova — a16z","Next-Gen Pentesting: AI Empowers the Good Guys","https://a16z.com/next-gen-pentesting-ai-empowers-the-good-guys/"
"June 2025","AI Security","James Berthoty — Latio","2025 Latio AI Security Report","https://applied-gai-in-security.ghost.io/agentic-security-marketmap/"
"June 2025","AI Software QA/Testing","Jacob Conger & Ram Raval — Headline","AI Can Write Code. Who Makes Sure It Works?","https://headline.com/blog-latest/article-latest/ai-can-write-code-who-makes-sure-it-works"
"June 2025","Supply Chain AI","Activant Capital","AI is Rewriting the Rules of Supply Chain","https://activantcapital.com/research/ai-is-rewriting-the-rules-of-supply-chain"
"June 2025","AI Video","Nic Mitham","The AI Video Stack: Status By Company","https://www.linkedin.com/posts/nicmitham_aivideo-fullstack-shortformvideo-activity-7335359142515142656-h3Gx"
"June 2025","AI Video","Justine Moore — a16z","New market map: AI video generation","https://x.com/venturetwins/status/1935367302834495832"
"June 2025","Voice AI","Ivan Landabaso — Startup Riders","Voice AI Market Map 2025","https://www.linkedin.com/posts/ivanlandabaso_ai-startups-voiceagents-activity-7343518092620148737-1VQ7"
"June 2025","Voice AI","Anna Chen & Vivek Ramaswami — Madrona","Voice Is Going Vertical: How Verticalized Voice AI Is Becoming the Next Killer App","https://www.madrona.com/voice-is-going-vertical-how-verticalized-voice-ai-is-becoming-the-next-killer-app/"
"June 2025","AI Everything Else","Machine Cinema","AI Storytelling Market Map Q3 2025","https://text.machinecinema.ai/p/ai-storytelling-market-map-q3-2025"
"May 2025","AI Agents","b2venture","The Market Map of AI Voice & Call Center Agents","https://www.b2venture.vc/stories/the-market-map-of-ai-voice-call-center-agents"
"May 2025","AI Agents","Tanay Jaipuria — Wing VC","AI App Builder Agents: Default Tool Choices","https://www.linkedin.com/posts/tanayjaipuria_80-of-new-databases-on-neon-were-created-activity-7333552988696829953-boOp"
"May 2025","AI Agents","Scott Wingo — Retailgentic","Retailgentic Ecosystem as of 5/8/25","https://www.retailgentic.com/p/retailgentic-ecosystem-as-of-5825"
"May 2025","AI Agents","Scott Wingo — Retailgentic - Agentic Payments","The Essential Building Block for the Agentic Shopping Future.","https://www.retailgentic.com/p/agentic-payments-the-essential-building"
"May 2025","AI Data","AI Insider","Layer 2 Data Structure and Processing market map","https://www.linkedin.com/posts/ai-insider-intel_layer-2-market-map-activity-7331600550217551874-Xgzz"
"May 2025","AI Drug Discovery","Scale Venture Partners","The future of biological foundation models and value creation in AI-driven drug discovery","https://www.scalevp.com/insights/the-future-of-biological-foundation-models-and-value-creation-in-ai-driven-drug-discovery/"
"May 2025","AI Drug Discovery","CB Insights","The AI in drug R&D market map","https://www.cbinsights.com/research/ai-drug-research-development-market-map/"
"May 2025","Enterprise AI","Lightspeed","AI Enterprise Market Map: Cutting through the hype","https://lsvp.com/stories/ai-enterprise-market-map-cutting-through-the-hype/"
"May 2025","AI Hardware and Inference","AI Insider","Market Map: AI Hardware and Datacenter enablers","https://www.linkedin.com/posts/ai-insider-intel_ai-chips-gpus-activity-7329150192421703683-k4uw"
"May 2025","AI Hardware and Inference","AlbionVC & Beauhurst","UK Future of Compute Market Map","https://albion.vc/spotlight/deep-dives/the-future-of-compute-mini-market-map/"
"May 2025","AI Hardware and Inference","Wing VC","The AI Inference Stack","https://www.linkedin.com/pulse/ai-inference-stack-jake-flomenberg-rsppc/"
"May 2025","AI Infrastructure","Cobus Greyling","AI Agent infrastructure and Build Stack","https://www.linkedin.com/posts/cobusgreyling_ai-artificialintelligence-aiagents-activity-7325111303839055872-qrem"
"May 2025","Large Language Models","Eduardo Ordax - The 2025 Landscape of LLMs","Updated View of the Big Players in the Game of AI","https://www.linkedin.com/posts/eordax_llms-ai-machinelearning-activity-7325788055221452802-y5ue"
"May 2025","Robotics","Vanessa Loiola","Robotics Overview 2025","https://www.linkedin.com/feed/update/urn:li:activity:7325134009544421378/"
"May 2025","Spatial Computing","Nic Mitham — KZero Worldswide","Spatial Computing Market Map Q2 2025","https://www.linkedin.com/posts/nicmitham_kzero-spatial-reality-market-map-q2-2025-activity-7328696144966922242-wEp6"
"May 2025","AI Security","Dan Cahana — Notable Capital","Agent Identity Security Framework","https://www.notablecap.com/blog/the-identity-shift-preparing-for-a-non-human-future"
"May 2025","Top AI","Ollie Forsyth & Amos Bar Joseph — New Economies","Top 100 Startups to Watch","https://www.neweconomies.co/p/the-new-operating-system"
"May 2025","Venture AI","Cory Bolotsky","Market Map: Data + AI Tooling for Venture Capital Firms","https://bolots.ky/p/vc-ai-data-market-map"
"May 2025","Voice AI","Anna Piñol & Valerie Osband Mahoney — NFX","Voice AI is Working. Here’s Where It Wins First","https://www.nfx.com/post/voice-ai-is-working"
"May 2025","AI Everything Else","Business of Apps","AI App Market Map 2025","https://www.linkedin.com/posts/business-of-apps_introducing-our-ai-app-market-map-2025-activity-7323624734837911554-p-kN"
"May 2025","AI Everything Else","Craig Iskowitz","AI Notetaker market for Financial Advisors","https://www.linkedin.com/posts/craigiskowitz_wealthmanagement-ai-financialadvisors-activity-7323704087596654593-oLf-"
"May 2025","AI Everything Else","LiveRamp Ventures","A.I. in Digital Advertising Landscape","https://www.linkedin.com/posts/jimmy-ren-b015b639_introducing-our-first-ever-ai-in-digital-activity-7325182089702633474--ChQ"
"May 2025","AI Everything Else","Jonathan King — Coinbase Ventures","The Rise of Onchain AI: Agents, Apps, and Commerce","https://x.com/cbventures/status/1923401975766355982"
"May 2025","AI Everything Else","Ollie Forsyth & Partners — New Economies","HOW TO ADOPT AI WITHIN THE WORKPLACE","https://www.neweconomies.co/i/161537748/how-to-adopt-ai-within-the-workplace"
"May 2025","AI Everything Else","MMC","AI Discoverability: How can I get ChatGPT to recommend my brand?","https://mmc.vc/research/ai-discoverability-how-can-i-get-chatgpt-to-recommend-my-brand/"
"May 2025","AI Everything Else","Zach Cohen and Seema Amble — a16z","How Generative Engine Optimization (GEO) Rewrites the Rules of Search","https://a16z.com/geo-over-seo"
"May 2025","AI Everything Else","Carta","1,200+ seed rounds raised by US startups on Carta over the last 12 months","https://www.linkedin.com/posts/peterjameswalker_startups-seed-founders-activity-7333567913305485314-G2Q_"
"May 2025","AI Everything Else","Omers Ventures","The Next Frontier in Recruiting and Talent Acquisition","https://www.omersventures.com/news/the-next-frontier-in-recruiting-and-talent-acquisition/"
"April 2025","AI Agents","Antler","Market Map AI Agents: Sales","https://www.antler.co/blog/ai-market-map-sales"
"April 2025","AI Agents","Georgian","AI LANDSCAPE SERIES Agentic Platforms and Applications","https://georgian.io/agentic-platforms-and-applications/"
"April 2025","AI Agents","Tom Doerr","LLM Agent Systems Landscape 2025","https://x.com/tom_doerr/status/1916296071552156099/photo/1"
"April 2025","AI Data","Hitachi Ventures","From Pipelines to Insights: The AI-Driven Data Stack Revolution in 2025","https://medium.com/@HitachiVentures/from-pipelines-to-insights-the-ai-driven-data-stack-revolution-in-2025-64a58c070b5d"
"April 2025","AI DevTools","Denise Teng — Gradient Ventures","Code Gen Tool Market Map","https://www.linkedin.com/posts/activity-7318692414703947777-HTC-"
"April 2025","AI DevTools","Yujian Tang","LLM Stack Market Map","https://www.linkedin.com/posts/yujiantang_revamped-this-market-map-retrieval-data-activity-7316147686779363329-AYjk"
"April 2025","Fintech AI","Norwest","Market Map: Reimagining the CFO Software Stack","https://www.nvp.com/blog/market-map-reimagining-cfo-software-stack/"
"April 2025","Fintech AI","Kison Patel — Dealroom","AI Tools for M&A Market Map","https://www.linkedin.com/posts/kisonpatel_buyerledmanda-aitools-corporatedevelopment-activity-7321582532402077696-CarX"
"April 2025","AI Gaming","Daniel Derzic — Hartmann Capital","GenAI in Gaming Industry Report: Q1 2025","https://www.hartmanncapital.com/news-insights/genai-in-gaming-industry-report-q1-2025"
"April 2025","AI Hardware and Inference","Ashish Kakran — Thomvest Ventures","AI inference tooling landscape","https://www.linkedin.com/posts/kakran_ai-inference-startups-activity-7318052931742617600-4rRn"
"April 2025","AI Hardware and Inference","Gennaro Cuofano","AI Compute Market Map: A Practical Guide","https://businessengineer.ai/p/ai-compute-market-map-a-practical"
"April 2025","AI Hardware and Inference","World Fund","Green Computing in the AI Era","https://www.worldfund.vc/knowledge/green-computing-in-the-ai-era"
"April 2025","Healthtech AI","7wire Ventures","From Diagnosis to Treatment: Unlocking Potential with Generative AI","https://www.7wireventures.com/perspectives/from-diagnosis-to-treatment-unlocking-potential-with-generative-ai/"
"April 2025","Healthtech AI","Elion","AI Denials Management Market Map: Recovering lost revenue with robots?","https://elion.health/resources/ai-denials-management"
"April 2025","AI Infrastructure","Ensemble VC","All AI infrastructure market maps are wrong. But some are better than others.","https://www.ensemble.vc/research/all-ai-infrastructure-market-maps-are-wrong-but-some-are-better-than-others"
"April 2025","Legal AI","Synaptic","AI x Legaltech 2025","https://x.com/synaptic_data/status/1911810464322928884"
"April 2025","Robotics","Tracxn","Industrial Robotics sector overview","https://tracxn.com/d/sectors/industrial-robotics/__8YzlIwdZtVDpzlzTadeYnqjdh1suJksuE5MDB89oZiU"
"April 2025","Voice AI","Cathy Gao & Julie Nguyen — Sapphire Ventures","B2B Voice AI Landscape","https://www.linkedin.com/feed/update/urn:li:activity:7315387989294043137/"
"April 2025","AI Security","Premji Invest — Alumni Ventures","AI Is Coming: Meet the Startups Building Cyber Defenses for the Age of AI","https://www.premjiinvest.com/blog/ai-is-coming-meet-the-startups-building-cyber-defenses-for-the-age-of-ai"
"April 2025","AI Security","Software Analyst Cyber Research","Securing For AI Specialist Ecosystem","https://www.linkedin.com/posts/software-analyst_as-enterprises-race-to-deploy-genai-and-llms-activity-7315805428607504385-hClF"
"April 2025","Top AI","Forbes","AI 50","https://www.forbes.com/lists/ai50/"
"April 2025","Top AI","CB Insights","AI 100: The most promising artificial intelligence startups of 2025","https://www.cbinsights.com/research/report/artificial-intelligence-top-startups-2025/"
"April 2025","AI Everything Else","Reach Capital - AI Is Unlocking the Future of Frontline Work","And Where We're Investing","https://www.reachcapital.com/2025/04/03/ai-is-unlocking-the-future-of-frontline-work-and-where-were-investing/"
"April 2025","AI Everything Else","a16z","AI Learned to Talk. Now it's Learning to Build Reality","https://a16z.com/ai-is-learning-to-build-reality/"
"April 2025","AI Everything Else","a16z","AI Avatars Escape the Uncanny Valley","https://a16z.com/ai-avatars/"
"April 2025","AI Everything Else","XAnge","Market Map: European AI-Enabled SalesTech","https://www.xange.vc/knowledge-hub/ai-enabled-salestech-separating-hype-from-the-real"
"April 2025","AI Everything Else","CroAI","The Croatian AI Landscape","https://map.croai.org/"
"April 2025","AI Everything Else","Nimble","AI Automation and Agents for ecommerce Market Map","https://www.linkedin.com/posts/joshwood1_ecommerce-aiagents-marketmaps-activity-7318272007819653121-ewIs"
"April 2025","AI Everything Else","GoHub Ventures","AI Personal Assistants","https://www.linkedin.com/posts/gohubventures_ai-startups-activity-7320034821735378944-_lJP"
"April 2025","AI Everything Else","Joseph Kim — GameMakers","📍 The Definitive AI x Gaming Market Map (April 2025)","https://www.gamemakers.com/p/the-definitive-ai-x-gaming-market"
"April 2025","AI Everything Else","The Wealth Mosaic","The AI WealthTech Market Map, April 2025","https://www.thewealthmosaic.com/vendors/the-wealth-mosaic/news/the-ai-wealthtech-market-map-april-2025/"
"March 2025","AI Agents","CB Insights","AI Agent Market Map","https://www.cbinsights.com/research/ai-agent-market-map/"
"March 2025","AI Agents","Antler","Market Map AI Agents: Marketing","https://www.antler.co/blog/ai-market-map-marketing"
"March 2025","AI Agents","Antler","Market Map AI Agents: Fintech","https://www.antler.co/blog/ai-market-map-fintech"
"March 2025","AI Agents","AI Agents Directory","AI Agents Market Landscape","https://aiagentsdirectory.com/landscape"
"March 2025","AI Agents","Acrew Capital","A-Commerce Evolution: Agentic Commerce as The New Frontier","https://perspectives.acrewcapital.com/a-commerce-evolution-agentic-commerce-as-the-new-frontier-27a4c855a778"
